PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Deck,Num,Side
4258_01,1,0,2,39,0,0,0,37,0
4258_02,1,0,2,63,0,0,0,37,0
4258_03,1,0,2,39,0,0,0,37,0
4259_01,2,1,2,41,0,1,5,796,1
4260_01,0,1,2,27,0,1,6,696,1
4261_01,2,0,0,56,0,1,3,137,1
4262_01,1,1,2,22,0,1,2,135,0
4262_02,1,0,0,26,0,0,2,135,0
4264_01,0,0,2,24,0,0,5,797,1
4266_01,0,1,1,18,0,1,6,697,1
4267_01,0,1,2,13,0,1,6,700,0
4267_02,0,0,2,32,0,1,5,883,0
4270_01,1,0,0,30,0,0,5,82,1
4271_01,1,1,2,25,0,1,0,38,0
4272_01,0,0,2,55,0,1,5,799,1
4273_01,0,0,1,19,0,0,5,884,0
4274_01,0,0,2,24,0,1,6,698,1
4278_01,1,0,2,32,0,1,2,154,1
4280_01,2,0,2,24,0,0,4,267,0
4289_01,2,1,2,32,0,1,5,890,0
4291_01,0,1,2,36,0,0,6,701,1
4292_01,1,0,0,28,0,1,0,52,1
4293_01,0,0,2,52,0,1,5,801,1
4294_01,0,0,2,29,0,1,6,702,1
4295_01,2,0,0,23,0,1,3,147,0
4295_02,2,1,2,32,0,1,5,82,1
4296_01,0,1,2,35,0,0,6,703,1
4297_01,1,0,0,41,0,0,1,138,0
4300_01,0,1,1,16,0,1,6,704,1
4301_01,1,1,0,33,0,1,4,269,0
4302_01,0,1,0,6,0,1,6,706,0
4303_01,0,0,0,15,0,1,5,803,1
4303_02,0,0,2,38,0,0,6,705,1
4305_01,0,0,2,56,0,0,5,893,0
4305_02,0,1,1,4,0,1,6,707,0
4305_03,0,1,1,21,0,1,6,707,0
4306_01,2,0,0,22,0,1,5,805,1
4309_01,0,0,2,37,0,0,4,270,0
4309_02,0,0,2,6,0,1,6,709,0
4311_01,0,0,2,22,0,0,5,807,1
4312_01,1,0,2,26,0,0,1,139,0
4315_01,0,0,2,22,0,1,4,272,0
4315_02,0,0,2,20,0,1,6,710,0
4316_01,0,0,1,27,0,0,5,894,0
4317_01,2,0,2,24,0,1,3,139,1
4318_01,2,1,2,25,0,1,5,808,1
4319_01,0,0,2,48,0,0,6,711,0
4320_01,0,0,2,24,0,0,4,273,0
4324_01,2,0,0,3,0,1,5,810,1
4324_02,2,1,2,24,0,1,5,810,1
4324_03,2,0,2,25,0,0,5,810,1
4324_04,2,1,0,1,0,1,5,810,1
4327_01,0,0,2,20,0,1,5,811,1
4329_01,0,0,2,22,0,0,5,812,1
4330_01,2,0,0,28,0,1,3,140,1
4332_01,0,1,0,17,0,1,6,707,1
4333_01,1,0,0,28,0,0,1,141,0
4334_01,1,1,2,47,0,1,0,53,1
4335_01,2,1,2,34,0,0,4,281,1
4336_01,1,0,2,29,1,1,2,155,1
4336_02,1,1,2,14,0,1,2,155,1
4336_03,1,0,2,36,0,1,5,82,1
4336_04,1,0,0,40,0,1,2,155,1
4337_01,2,0,2,49,0,1,5,813,1
4338_01,1,0,2,51,0,1,2,156,1
4338_02,1,0,2,41,0,1,2,156,1
4338_03,1,0,0,44,0,1,2,156,1
4339_01,2,0,2,47,0,0,5,814,1
4340_01,0,0,2,22,0,1,5,815,1
4343_01,0,1,1,13,0,1,6,708,1
4344_01,0,0,2,18,0,1,5,816,1
4345_01,0,0,2,28,0,0,6,717,0
4346_01,0,0,0,22,0,1,4,274,0
4347_01,0,0,2,50,0,0,6,718,0
4348_01,1,1,2,47,1,1,1,142,0
4349_01,2,0,2,55,0,0,4,275,0
4350_01,0,1,2,21,0,1,6,709,1
4350_02,0,0,1,39,0,0,6,709,1
4351_01,0,0,2,21,0,0,5,895,0
4352_01,1,0,2,37,0,1,2,157,1
4352_02,1,0,2,31,0,1,2,157,1
4354_01,0,0,2,23,0,0,4,276,0
4356_01,1,1,0,28,0,1,1,167,1
4357_01,2,0,2,23,0,0,3,148,0
4358_01,0,0,1,20,0,1,5,818,1
4359_01,1,0,2,28,0,0,2,137,0
4359_02,1,0,0,40,0,1,2,137,0
4359_03,1,0,0,54,0,0,2,137,0
4360_01,2,1,2,18,0,1,5,896,0
4361_01,0,0,0,27,0,1,5,819,1
4362_01,1,0,2,43,0,1,1,168,1
4364_01,0,1,1,25,0,1,6,720,0
4365_01,0,0,2,13,0,0,5,898,0
4366_01,0,0,1,15,0,1,5,899,0
4367_01,0,1,0,37,0,1,6,710,1
4368_01,2,1,0,32,0,1,5,900,0
4369_01,0,0,2,19,0,0,5,820,1
4370_01,0,0,2,21,0,0,5,82,1
4371_01,1,0,2,27,0,1,2,158,1
4371_02,1,0,0,39,0,0,2,158,1
4371_03,0,1,2,22,0,1,2,158,1
4371_04,1,0,2,25,0,1,2,158,1
4371_05,1,0,0,34,0,1,2,158,1
4372_01,2,1,2,54,0,1,5,821,1
4372_02,2,0,2,42,0,0,4,283,1
4373_01,0,0,1,36,0,0,5,822,1
4376_01,0,0,1,43,0,1,4,284,1
4382_01,0,0,1,23,0,1,5,901,0
4383_01,1,0,2,57,0,1,1,169,1
4386_01,1,0,2,54,0,1,1,170,1
4386_02,1,0,2,51,0,1,1,170,1
4387_01,2,0,1,32,0,0,5,902,0
4388_01,1,0,2,33,0,1,1,171,1
4390_01,2,1,2,8,0,1,5,903,0
4390_02,2,1,2,44,0,1,5,903,0
4390_03,2,0,2,27,0,0,5,903,0
4391_01,0,0,2,48,0,1,5,904,0
4392_01,0,0,0,13,0,0,6,714,1
4393_01,0,1,2,5,0,0,6,722,0
4393_02,0,0,2,18,0,0,4,278,0
4395_01,0,0,2,23,0,0,5,905,0
4396_01,0,0,2,23,0,0,6,715,1
4397_01,0,1,1,35,0,1,5,82,1
4399_01,0,0,2,25,0,0,6,724,0
4400_01,2,0,2,32,0,0,4,285,1
4400_02,2,0,0,0,0,1,5,830,1
4400_03,2,1,2,5,0,1,5,830,1
4401_01,0,0,0,16,0,1,6,716,1
4401_02,0,1,1,18,0,1,6,716,1
4402_01,0,1,1,29,0,0,6,725,0
4403_01,0,0,2,55,0,0,5,831,1
4403_02,0,0,2,41,0,0,6,717,1
4404_01,0,0,2,38,0,0,6,726,0
4405_01,1,1,2,27,0,1,2,159,1
4407_01,0,1,2,55,0,1,6,719,1
4408_01,2,1,2,75,0,1,5,906,0
4409_01,1,0,2,50,0,1,2,160,1
4410_01,0,0,2,23,0,0,6,720,1
4411_01,0,0,1,37,0,1,6,721,1
4413_01,0,0,2,33,0,0,6,722,1
4415_01,2,0,2,45,0,0,5,833,1
4416_01,1,1,0,47,0,1,1,143,0
4422_01,1,1,2,13,0,1,1,172,1
4422_02,1,0,2,29,0,1,1,172,1
4424_01,2,0,2,19,0,0,4,287,1
4426_01,2,1,2,30,0,1,5,835,1
4427_01,1,0,0,39,0,0,3,141,1
4427_02,1,0,2,31,0,0,3,141,1
4428_01,1,0,0,29,0,1,2,162,1
4429_01,2,0,2,16,0,0,4,288,1
4430_01,0,0,1,18,0,1,5,836,1
4431_01,0,0,0,38,0,0,6,727,0
4432_01,0,1,2,50,0,0,6,728,0
4433_01,0,1,1,21,0,0,6,729,0
4436_01,0,1,1,22,0,1,6,730,0
4437_01,0,1,2,20,0,1,6,725,1
4438_01,2,0,2,36,0,0,5,910,0
4440_01,0,0,2,23,0,1,5,911,0
4441_01,1,1,0,31,1,1,1,144,0
4441_02,1,1,2,39,0,1,1,144,0
4441_03,1,0,0,50,0,1,1,144,0
4444_01,0,0,2,40,0,0,4,291,1
4445_01,0,0,2,28,0,0,5,912,0
4446_01,1,0,2,38,0,0,1,175,1
4446_02,1,0,2,37,0,0,1,175,1
4446_03,1,1,0,59,0,1,1,175,1
4446_04,1,0,0,41,0,1,1,175,1
4446_05,1,0,2,33,0,1,1,175,1
4447_01,0,1,2,54,0,1,5,82,1
4448_01,0,0,2,40,0,1,5,913,0
4449_01,2,0,2,43,0,1,3,142,1
4450_01,1,1,0,26,0,1,2,140,0
4450_02,1,0,0,65,0,1,2,140,0
4450_03,1,1,0,22,0,1,2,140,0
4450_04,1,0,2,28,0,0,2,140,0
4451_01,0,1,2,35,0,1,5,914,0
4452_01,0,1,2,30,0,1,6,727,1
4453_01,1,0,2,28,0,0,3,149,0
4456_01,0,0,2,23,0,1,5,916,0
4457_01,0,0,2,24,0,1,5,917,0
4459_01,0,1,1,16,0,1,6,733,0
4461_01,2,1,2,18,0,1,5,838,1
4462_01,0,0,2,20,0,0,5,918,0
4463_01,1,1,2,29,0,1,1,145,0
4463_02,1,1,2,29,0,1,1,145,0
4464_01,0,0,2,21,0,0,6,728,1
4465_01,1,1,2,2,0,0,0,54,1
4465_02,1,0,2,43,0,0,0,54,1
4465_03,1,0,2,28,0,0,0,54,1
4466_01,1,0,0,31,1,0,0,40,0
4467_01,0,0,2,23,0,1,5,919,0
4469_01,1,1,2,26,0,1,1,146,0
4469_02,1,0,0,43,0,0,1,146,0
4470_01,0,0,2,28,0,0,5,839,1
4472_01,0,0,1,24,0,0,6,734,0
4472_02,0,0,2,27,0,0,5,920,0
4473_01,2,0,0,13,0,0,5,841,1
4473_02,2,0,2,27,0,0,4,292,1
4474_01,0,1,2,2,0,1,6,730,1
4474_02,0,1,2,24,0,1,6,730,1
4474_03,0,1,2,2,0,1,6,730,1
4475_01,1,0,2,50,1,0,0,55,1
4475_02,1,1,0,27,0,1,0,55,1
4476_01,0,0,2,26,0,0,5,921,0
4477_01,0,0,0,31,0,0,6,731,1
4479_01,2,0,2,28,0,0,3,150,0
4482_01,0,0,0,4,0,0,6,732,1
4482_02,0,0,2,9,0,1,6,732,1
4482_03,0,0,2,0,0,1,6,732,1
4482_04,0,1,2,35,0,0,6,732,1
4482_05,0,1,2,3,0,1,6,732,1
4483_01,2,0,2,25,0,0,3,151,0
4483_02,2,0,2,63,0,0,3,151,0
4485_01,2,1,2,34,0,1,5,922,0
4485_02,2,0,2,35,0,0,5,922,0
4486_01,0,1,2,26,0,1,6,733,1
4487_01,0,0,2,39,0,0,6,735,0
4490_01,1,0,0,34,0,0,3,143,1
4491_01,1,0,2,36,0,0,1,148,0
4492_01,0,1,2,46,0,1,6,736,0
4493_01,0,0,2,26,0,1,5,845,1
4494_01,2,1,2,28,0,1,5,846,1
4496_01,0,0,0,20,0,1,5,924,0
4497_01,0,1,2,35,0,0,6,737,0
4498_01,0,0,0,11,0,0,6,734,1
4498_02,0,1,1,14,0,0,6,734,1
4498_03,0,1,1,4,0,1,6,734,1
4498_04,0,0,2,11,0,0,6,734,1
4498_05,0,1,2,31,0,1,6,734,1
4498_06,0,0,2,15,0,1,6,734,1
4498_07,0,0,2,39,0,0,6,734,1
4498_08,0,0,2,7,0,0,6,734,1
4500_01,0,0,2,24,0,0,5,847,1
4501_01,0,1,2,22,0,1,6,735,1
4502_01,2,1,2,26,0,0,4,281,0
4505_01,1,0,0,53,0,1,2,165,1
4505_02,1,0,2,40,0,0,2,165,1
4506_01,2,0,2,19,0,0,4,294,1
4508_01,2,0,0,54,0,0,5,926,0
4508_02,2,0,2,21,0,0,4,283,0
4508_03,2,0,2,25,0,0,5,926,0
4509_01,2,0,2,48,0,1,4,295,1
4509_02,2,0,1,41,0,1,3,144,1
4509_03,2,0,2,13,0,1,3,144,1
4510_01,1,0,2,57,0,1,1,177,1
4511_01,1,1,2,25,0,1,1,178,1
4511_02,1,1,0,48,0,1,1,178,1
4512_01,2,0,2,34,0,0,4,296,1
4514_01,0,1,2,16,0,1,6,736,1
4515_01,0,0,2,0,0,0,6,739,0
4515_02,0,0,0,15,0,1,6,739,0
4516_01,0,0,0,37,0,0,5,848,1
4517_01,0,0,2,37,0,0,5,849,1
4518_01,0,0,2,49,0,0,6,740,0
4521_01,0,0,2,18,0,0,5,929,0
4522_01,0,0,2,25,0,1,5,850,1
4524_01,0,0,1,27,0,1,5,930,0
4529_01,0,0,0,43,0,0,6,738,1
4530_01,0,0,2,20,0,0,5,933,0
4531_01,1,1,2,54,0,1,2,142,0
4532_01,0,1,2,30,0,1,6,739,1
4533_01,1,1,2,37,0,1,1,149,0
4534_01,0,0,0,30,0,1,5,851,1
4535_01,0,0,2,20,0,0,5,934,0
4535_02,0,0,2,20,0,0,6,742,0
4537_01,0,0,2,24,0,0,5,852,1
4538_01,0,0,2,44,0,0,5,935,0
4539_01,0,0,0,0,0,1,6,740,1
4539_02,0,1,2,15,0,1,6,740,1
4542_01,1,1,2,19,0,1,1,150,0
4542_02,1,1,0,20,0,1,1,150,0
4543_01,2,0,1,20,1,0,5,936,0
4544_01,0,1,2,34,0,1,6,743,0
4546_01,0,0,1,17,0,1,6,744,0
4547_01,0,0,2,20,0,1,4,297,1
4549_01,0,0,2,42,0,0,4,298,1
4550_01,0,0,2,28,0,1,5,853,1
4552_01,2,0,2,43,0,1,5,937,0
4553_01,1,0,1,55,1,0,2,143,0
4555_01,0,0,2,21,0,0,6,743,1
4557_01,0,0,2,17,0,0,4,286,0
4558_01,1,0,0,54,0,0,2,167,1
4559_01,0,0,2,25,0,1,5,854,1
4560_01,0,0,2,27,0,1,6,744,1
4561_01,1,0,0,45,0,0,2,168,1
4562_01,1,1,2,31,0,1,1,180,1
4563_01,1,1,0,19,0,1,2,169,1
4564_01,0,0,2,30,0,0,6,745,0
4565_01,0,0,2,24,0,0,6,746,0
4567_01,0,0,2,27,0,0,5,939,0
4568_01,2,0,2,42,0,0,5,940,0
4569_01,1,1,0,29,0,1,1,151,0
4569_02,1,0,0,37,0,0,1,151,0
4570_01,1,1,2,64,0,1,2,170,1
4571_01,0,1,2,24,0,1,6,745,1
4572_01,0,0,0,23,0,0,6,746,1
4573_01,0,0,2,22,0,1,5,856,1
4574_01,2,0,2,23,0,0,5,857,1
4575_01,0,0,2,21,0,0,5,941,0
4576_01,0,0,2,37,0,0,5,942,0
4577_01,2,0,2,17,0,1,5,858,1
4580_01,2,1,2,35,0,1,5,860,1
4581_01,1,0,2,33,0,1,1,181,1
4581_02,1,0,0,37,0,1,1,181,1
4585_01,1,0,0,32,0,0,1,182,1
4586_01,2,0,0,31,0,0,5,943,0
4587_01,1,0,2,27,0,0,0,42,0
4591_01,1,1,0,34,0,1,4,287,0
4592_01,2,0,2,9,0,1,5,862,1
4592_02,2,1,2,25,0,1,5,862,1
4592_03,2,1,2,29,0,1,5,862,1
4592_04,2,1,2,1,0,1,5,862,1
4593_01,0,0,2,30,0,1,6,750,1
4594_01,1,0,2,64,0,0,2,144,0
4594_02,1,0,2,31,0,0,2,144,0
4594_03,1,0,2,27,0,1,2,144,0
4594_04,1,0,2,27,0,0,2,144,0
4595_01,1,1,2,25,0,1,2,145,0
4596_01,0,1,2,28,0,1,6,751,1
4597_01,0,1,2,32,0,1,6,748,0
4602_01,0,0,0,36,0,0,5,945,0
4603_01,1,0,0,26,0,1,2,171,1
4603_02,1,0,2,36,0,0,2,171,1
4604_01,0,0,2,37,0,0,6,753,1
4605_01,0,0,2,45,0,0,6,750,0
4606_01,1,0,2,22,0,0,2,172,1
4606_02,1,0,0,24,0,0,2,172,1
4607_01,0,0,1,23,0,0,6,751,0
4608_01,0,0,0,31,0,1,5,864,1
4609_01,1,0,2,37,0,0,2,173,1
4610_01,0,0,2,28,0,0,6,752,0
4611_01,0,1,2,23,0,1,6,754,1
4612_01,0,0,0,14,0,1,6,755,1
4613_01,1,1,2,40,0,1,1,152,0
4615_01,2,0,2,42,0,1,5,865,1
4617_01,0,0,2,53,0,0,5,866,1
4620_01,0,1,2,46,0,0,6,757,1
4621_01,2,0,2,28,0,1,4,289,0
4622_01,0,1,0,25,0,1,6,753,0
4623_01,1,0,1,34,1,1,2,146,0
4624_01,2,0,2,58,0,0,5,868,1
4625_01,1,0,2,31,0,1,1,183,1
4625_02,1,1,0,24,0,1,1,183,1
4625_03,1,0,2,52,0,1,5,82,1
4625_04,1,1,0,25,0,1,1,183,1
4625_05,1,1,2,17,0,1,1,183,1
4625_06,0,0,2,27,0,0,1,183,1
4625_07,1,1,0,29,0,1,1,183,1
4628_01,1,0,2,45,0,1,2,175,1
4630_01,0,0,1,28,0,1,5,870,1
4631_01,1,1,0,25,0,1,2,147,0
4632_01,1,1,2,57,0,1,2,176,1
4632_02,1,1,2,68,0,1,2,176,1
4632_03,1,0,0,26,0,0,2,176,1
4632_04,1,0,2,52,0,0,2,176,1
4632_05,1,0,2,36,0,0,2,176,1
4633_01,0,0,1,41,0,0,6,754,0
4634_01,0,0,2,14,0,0,4,299,1
4635_01,0,1,1,16,0,1,6,755,0
4637_01,2,0,2,24,0,0,5,82,1
4638_01,1,0,2,62,1,1,1,153,0
4640_01,0,0,0,26,0,1,6,760,1
4641_01,0,0,2,45,0,0,5,871,1
4642_01,1,0,2,41,0,0,2,178,1
4643_01,0,0,2,36,0,1,5,947,0
4644_01,0,0,0,13,0,1,5,872,1
4645_01,1,0,2,48,0,1,1,184,1
4645_02,1,1,2,27,0,1,1,184,1
4646_01,0,0,1,22,0,1,5,873,1
4648_01,0,0,2,39,0,1,5,874,1
4649_01,0,0,2,45,0,0,4,290,0
4650_01,0,0,2,42,0,0,6,762,1
4651_01,1,0,2,33,0,1,2,179,1
4652_01,0,0,2,27,0,1,5,82,1
4653_01,0,0,2,47,0,0,4,302,1
4654_01,1,1,2,20,0,1,4,291,0
4655_01,1,1,0,32,0,1,1,154,0
4655_02,0,1,2,54,0,1,1,154,0
4656_01,0,0,2,23,0,0,5,875,1
4656_02,0,0,2,9,0,0,6,763,1
4657_01,0,0,2,17,0,0,6,756,0
4658_01,1,0,2,26,0,0,3,147,1
4658_02,1,0,2,38,0,0,3,147,1
4659_01,0,0,2,24,0,0,5,876,1
4661_01,0,0,2,30,0,1,5,948,0
4661_02,0,1,0,2,0,0,6,757,0
4661_03,0,1,2,4,0,1,6,757,0
4661_04,0,1,2,9,0,0,6,757,0
4661_05,0,0,2,30,0,0,5,948,0
4661_06,0,1,2,5,0,0,6,757,0
4661_07,0,0,2,2,0,0,6,757,0
4662_01,1,0,2,32,0,0,2,148,0
4662_02,1,1,2,53,0,1,2,148,0
4662_03,1,0,2,46,0,1,5,82,1
4663_01,0,1,2,2,0,1,6,765,1
4663_02,0,1,2,1,0,1,6,765,1
4663_03,0,1,2,11,0,1,6,765,1
4663_04,0,0,0,3,0,1,6,765,1
4663_05,0,1,2,33,0,1,6,765,1
4663_06,0,1,0,3,0,1,6,765,1
4664_01,0,0,2,38,0,0,4,303,1
4665_01,0,1,1,21,0,0,6,758,0
4667_01,0,1,2,41,0,1,5,82,1
4668_01,1,1,0,64,0,1,2,180,1
4668_02,1,1,0,27,1,1,2,180,1
4672_01,0,1,0,41,0,0,6,759,0
4673_01,0,0,2,19,0,0,5,950,0
4676_01,0,0,2,42,0,1,6,760,0
4677_01,1,0,0,30,0,0,2,150,0
4678_01,0,0,2,38,0,0,5,951,0
4679_01,1,0,2,63,0,1,2,181,1
4680_01,2,0,2,17,0,0,3,155,0
4680_02,2,1,2,2,0,1,5,952,0
4680_03,2,0,2,19,0,1,5,952,0
4680_04,2,0,2,37,0,0,3,155,0
4684_01,2,0,2,50,0,1,5,878,1
4686_01,0,0,2,38,0,1,6,768,1
4689_01,1,0,2,28,1,1,2,182,1
4690_01,1,1,2,35,0,1,1,156,0
4690_02,1,0,2,27,0,0,5,82,1
4691_01,0,0,2,15,0,0,6,769,1
4693_01,1,0,2,29,1,0,1,186,1
4693_02,1,1,0,65,0,1,1,186,1
4694_01,0,0,0,27,0,1,5,881,1
4695_01,2,0,2,0,0,1,5,882,1
4695_02,2,0,2,21,0,0,5,882,1
4695_03,2,1,2,19,0,1,5,882,1
4696_01,2,1,2,39,0,1,5,883,1
4699_01,0,0,0,60,0,0,5,955,0
4704_01,1,0,0,30,0,0,3,156,0
4706_01,0,1,2,30,0,0,6,762,0
4706_02,0,1,2,40,0,1,6,762,0
4708_01,2,0,2,26,0,0,4,304,1
4709_01,0,0,0,38,0,0,5,957,0
4710_01,2,0,2,22,0,1,5,958,0
4710_02,2,0,2,27,0,0,4,293,0
4711_01,2,0,2,65,0,0,5,959,0
4712_01,0,1,1,61,0,1,6,764,0
4713_01,0,0,2,20,0,0,5,885,1
4714_01,0,1,2,24,0,0,6,765,0
4717_01,0,1,2,16,0,0,6,766,0
4719_01,2,1,2,35,0,1,4,305,1
4720_01,0,0,2,21,0,1,5,887,1
4721_01,0,1,2,23,0,1,6,771,1
4723_01,0,0,0,17,0,1,5,888,1
4723_02,0,0,1,24,0,0,5,888,1
4725_01,0,0,0,27,0,0,6,767,0
4726_01,1,0,2,26,0,1,2,187,1
4726_02,1,0,0,26,0,1,2,187,1
4726_03,1,0,2,20,0,1,2,187,1
4726_04,1,1,2,28,0,1,2,187,1
4726_05,1,0,2,37,0,1,2,187,1
4728_01,2,0,2,23,0,0,5,889,1
4728_02,2,1,2,49,0,1,5,889,1
4730_01,1,0,2,50,0,0,1,158,0
4732_01,1,1,2,4,0,1,2,151,0
4732_02,1,1,2,32,0,1,2,151,0
4732_03,1,0,2,44,0,1,2,151,0
4733_01,0,0,2,20,0,1,4,294,0
4738_01,2,0,2,30,0,0,5,893,1
4738_02,2,0,2,29,0,0,5,893,1
4739_01,0,0,2,22,0,1,6,773,1
4741_01,2,1,2,35,0,1,5,961,0
4741_02,2,0,0,0,0,1,5,961,0
4741_03,2,0,2,6,0,1,5,961,0
4743_01,1,0,2,38,0,1,4,306,1
4744_01,1,0,2,34,0,1,2,152,0
4744_02,1,1,0,34,0,1,2,152,0
4746_01,0,0,2,27,0,0,6,775,1
4748_01,2,0,2,53,0,0,3,149,1
4750_01,1,0,2,28,0,0,0,57,1
4750_02,1,0,2,31,0,0,0,57,1
4752_01,2,0,1,56,0,0,5,964,0
4753_01,2,0,2,36,0,0,5,895,1
4754_01,0,0,0,30,0,0,4,307,1
4755_01,2,1,2,32,0,1,5,965,0
4756_01,1,1,0,44,0,1,2,188,1
4756_02,1,1,0,54,0,1,2,188,1
4757_01,0,0,2,24,0,0,5,896,1
4758_01,0,0,2,44,0,0,5,966,0
4759_01,0,0,2,25,0,0,5,897,1
4762_01,2,1,2,35,0,1,5,968,0
4763_01,2,0,2,29,0,1,5,969,0
4764_01,0,0,2,22,0,1,4,308,1
4769_01,0,1,2,22,0,1,6,776,1
4770_01,0,0,0,22,0,1,5,900,1
4770_02,0,1,1,18,0,1,5,900,1
4772_01,0,0,0,22,0,0,5,971,0
4773_01,0,0,2,52,0,1,6,777,1
4774_01,2,1,2,0,0,1,5,972,0
4774_02,2,1,2,1,0,1,5,972,0
4774_03,2,0,2,34,0,0,5,972,0
4774_04,2,1,2,6,0,1,5,972,0
4775_01,0,0,2,22,0,1,6,778,1
4777_01,0,1,2,31,0,1,6,779,1
4778_01,1,0,2,31,0,0,0,58,1
4780_01,2,0,2,20,0,0,4,309,1
4780_02,2,1,2,25,0,1,4,309,1
4782_01,1,1,0,23,0,1,5,82,1
4782_02,1,0,2,53,0,0,2,189,1
4782_03,1,0,0,32,0,0,2,189,1
4782_04,1,1,0,27,0,1,2,189,1
4782_05,1,0,0,48,0,0,2,189,1
4783_01,1,0,2,37,0,1,0,43,0
4784_01,2,1,2,21,0,1,5,903,1
4785_01,1,1,0,29,0,1,1,159,0
4786_01,1,1,2,46,1,1,1,160,0
4787_01,0,0,2,19,0,0,6,780,1
4788_01,0,0,2,22,0,0,5,904,1
4790_01,1,0,2,54,1,0,1,189,1
4791_01,0,0,2,43,0,1,6,781,1
4792_01,0,1,2,18,0,1,6,782,1
4793_01,1,0,0,36,0,0,4,310,1
4793_02,1,0,2,20,0,1,4,310,1
4794_01,0,0,2,63,0,0,5,974,0
4795_01,0,0,2,50,0,1,5,905,1
4796_01,2,0,2,13,0,1,5,82,1
4796_02,2,1,2,43,0,1,4,311,1
4797_01,0,1,1,16,0,1,6,783,1
4798_01,2,1,2,31,0,1,5,975,0
4798_02,2,1,2,0,0,1,5,975,0
4798_03,2,1,2,10,0,1,5,975,0
4801_01,0,1,2,10,0,0,6,773,0
4803_01,0,0,2,55,0,0,5,977,0
4804_01,0,0,2,18,0,1,5,906,1
4804_02,0,0,2,7,0,1,6,785,1
4804_03,0,1,2,1,0,1,6,785,1
4807_01,0,0,2,44,0,0,6,776,0
4808_01,2,0,2,27,0,0,4,299,0
4810_01,0,0,1,20,0,0,5,82,1
4813_01,1,0,0,49,0,1,2,190,1
4814_01,0,1,0,22,0,1,6,788,1
4815_01,0,0,0,21,0,1,5,907,1
4817_01,2,0,2,26,0,0,5,979,0
4818_01,2,0,2,65,0,1,3,150,1
4819_01,2,1,2,20,0,1,5,980,0
4822_01,2,1,0,0,0,1,5,981,0
4822_02,2,1,2,16,0,1,5,981,0
4822_03,0,1,2,22,0,1,5,981,0
4822_04,2,0,2,0,0,1,5,981,0
4823_01,0,0,2,21,0,0,6,777,0
4827_01,0,1,1,30,0,1,6,789,1
4828_01,0,0,0,14,0,1,6,778,0
4829_01,2,0,2,45,0,0,5,982,0
4830_01,0,0,2,22,0,0,5,983,0
4831_01,2,1,2,21,0,1,5,984,0
4832_01,0,0,2,37,0,0,4,301,0
4836_01,2,1,2,29,0,1,5,82,1
4836_02,2,0,2,29,1,1,5,911,1
4837_01,0,0,2,21,0,1,5,912,1
4838_01,0,0,2,52,0,0,5,913,1
4840_01,0,1,2,36,0,1,5,915,1
4841_01,1,1,0,59,0,1,1,192,1
4841_02,1,0,2,21,0,0,1,192,1
4841_03,1,0,2,25,0,0,1,192,1
4842_01,2,0,2,23,0,0,3,152,1
4845_01,1,1,0,36,0,1,4,302,0
4846_01,0,0,2,38,0,0,4,314,1
4846_02,0,1,2,0,0,1,6,791,1
4847_01,0,0,2,19,0,1,5,917,1
4848_01,0,0,2,30,0,1,5,986,0
4850_01,0,0,2,23,0,1,6,792,1
4850_02,0,0,2,55,0,1,6,792,1
4851_01,0,0,1,44,0,1,5,918,1
4853_01,1,0,2,30,0,0,2,153,0
4856_01,0,0,2,39,0,1,5,920,1
4857_01,0,0,0,19,0,0,6,782,0
4862_01,0,0,2,24,0,0,6,783,0
4863_01,1,0,2,37,0,0,7,2,1
4864_01,0,0,0,24,0,0,6,784,0
4866_01,0,0,2,17,0,1,5,922,1
4868_01,0,0,2,17,0,1,4,304,0
4870_01,0,0,0,14,0,0,6,785,0
4871_01,0,0,1,13,0,0,5,990,0
4873_01,1,0,0,35,0,1,2,191,1
4874_01,2,0,2,32,0,1,5,925,1
4874_02,2,1,2,18,0,1,5,925,1
4875_01,0,0,2,21,0,1,5,926,1
4876_01,2,0,2,25,0,0,5,927,1
4878_01,2,0,2,36,0,0,5,929,1
4879_01,0,0,2,20,0,0,6,786,0
4880_01,0,0,0,22,0,0,6,787,0
4881_01,2,1,2,27,0,1,4,315,1
4882_01,1,0,2,27,0,0,1,193,1
4883_01,0,1,2,38,0,1,6,788,0
4884_01,2,1,2,23,0,0,4,316,1
4885_01,2,0,2,21,0,1,5,930,1
4886_01,0,0,2,18,0,0,5,931,1
4887_01,0,0,2,20,0,1,5,991,0
4888_01,1,1,2,28,0,1,2,192,1
4889_01,0,0,1,57,0,0,6,794,1
4890_01,0,0,0,10,0,1,6,795,1
4890_02,0,0,2,23,0,1,5,932,1
4891_01,1,1,2,22,0,1,1,194,1
4891_02,1,1,0,24,0,1,1,194,1
4892_01,0,0,2,52,0,0,6,796,1
4893_01,0,1,0,31,0,1,6,797,1
4895_01,0,1,0,15,0,1,6,789,0
4896_01,0,0,2,40,0,0,5,992,0
4897_01,0,0,2,18,0,0,5,993,0
4898_01,0,0,2,28,0,1,5,933,1
4899_01,0,1,2,40,0,1,6,799,1
4899_02,0,0,1,32,0,1,6,799,1
4900_01,0,0,1,35,0,0,5,994,0
4901_01,0,0,2,52,0,0,6,790,0
4901_02,0,0,2,34,0,0,4,305,0
